2025-05-11 21:12:34,743 [INFO] WebApp:194 - Connection lost
2025-05-11 21:13:31,053 [INFO] WebApp:191 - Connection restablished
2025-05-11 21:17:30,879 [INFO] NvicIntPanel:101 - NVIC parent = com.st.microxplorer.plugins.ip.nvic.MultiNvicIntPanel[,0,0,0x0,invalid,layout=javax.swing.BoxLayout,alignmentX=0.0,alignmentY=0.0,border=,flags=9,maximumSize=,minimumSize=,preferredSize=]
2025-05-11 21:17:30,945 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,948 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,948 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,949 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,950 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,951 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:30,981 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,236 [INFO] NvicIntPanel:101 - NVIC parent = com.st.microxplorer.plugins.ip.nvic.MultiNvicIntPanel[,0,0,0x0,invalid,layout=javax.swing.BoxLayout,alignmentX=0.0,alignmentY=0.0,border=,flags=9,maximumSize=,minimumSize=,preferredSize=]
2025-05-11 21:17:45,322 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,329 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,329 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,329 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,330 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,330 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,330 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,330 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,330 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,331 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,331 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,331 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,331 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,331 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
2025-05-11 21:17:45,332 [INFO] ADCParametersView:116 -                Rank 1 : true
